CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG6531	33	30	33	30	0.137503523749935	0.137503523749935	100	FBgn0030941	wgn	0.451	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.907079919913023	0.968705658761428
CG6535	75	86	96	65	-0.197446064206217	0.562594687692702	42.5358848592783	FBgn0045035	tefu	0.445	Eukaryota	non_HKs	0	non_TS_non_HK	0.608876932107589	0.107320329458836
CG6540	35	39	33	41	-0.156119201917282	-0.31315788525963	66.6014824801323	FBgn0030943	CG6540	0.428	Eukaryota	non_HKs	0	non_TS_non_HK	0.855170872419723	0.725113591365883
CG6542	50	61	56	55	-0.286881147788162	0.0259952085329444	7.67110941991852	FBgn0027506	EDTP	0.342	Eukaryota	non_HKs	0	non_TS_non_HK	0.532602410909076	1
CG6543	1016	1220	1104	1132	-0.263980745678083	-0.0361337860537132	13.6880384820859	FBgn0033879	CG6543	0.353	Diptera	non_HKs	0	non_TS_non_HK	0.000137893546033657	0.830610376117431
CG6549	91	97	87	101	-0.0921182019884314	-0.215267986903066	63.61013068162	FBgn0024689	fws	0.328	Eukaryota	non_HKs	0	non_TS_non_HK	0.845353124731924	0.656506935977697
CG6551	50	58	46	62	-0.214124805352848	-0.430634354329862	66.5438323886449	FBgn0001079	fu	0.453	Eukaryota	non_HKs	0	non_TS_non_HK	0.676188351384635	0.413031199788767
CG6562	318	352	363	307	-0.146548663352942	0.241730892625571	38.3693465975326	FBgn0034691	Synj	0.392	Eukaryota	non_HKs	0	non_TS_non_HK	0.368273616424749	0.16341784594871
CG6563	58	58	62	54	0	0.199308808223407	50	FBgn0038306	Art3	0.381	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.798426733199204
CG6565	40	76	49	67	-0.925999418556223	-0.451379346342564	48.7451004069025	FBgn0032513	CG6565	0.543	Eukaryota	non_HKs	0	non_TS_non_HK	0.00536699825840133	0.353347273210807
CG6568	55	97	69	83	-0.818553128662468	-0.266514974568756	32.5592762688778	FBgn0034210	CG6568	0.492	Diptera	non_HKs	0	non_TS_non_HK	0.0042707567783559	0.609139001405063
CG6583	48	32	42	38	0.584962500721156	0.144389909335175	24.6836180365694	FBgn0032420	CG6583	0.357	Diptera	non_HKs	0	non_TS_non_HK	0.20885133432571	0.934502053979123
CG6584	57	62	60	59	-0.121306296222134	0.0242475462466772	14.2799457826021	FBgn0267376	SelR	0.483	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.84477809976923	1
CG6588	186	255	185	256	-0.455194625750827	-0.468618539483688	97.2152009344225	FBgn0262742	Fas1	0.393	Bilateria	non_HKs	0	non_TS_non_HK	0.00580726551999118	0.0108109606715432
CG6593	395	409	409	395	-0.0502481898772836	0.0502481898772835	33.3333333333333	FBgn0003134	Pp1alpha-96A	0.377	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.802183582608573	0.883369133351202
CG6605	280	258	267	271	0.118055761521712	-0.0214531096663177	13.3280601744895	FBgn0000183	BicD	0.311	Bilateria	HK	6.986191837	non_TS_HK	0.554295692366267	1
CG6606	422	337	398	361	0.324494407525327	0.140769593656478	43.381207932063	FBgn0027335	Rip11	0.382	Bilateria	non_HKs	0	non_TS_non_HK	0.0100417270408597	0.478918325421147
CG6612	23	28	21	30	-0.283792966000591	-0.514573172829758	69.0374776411731	FBgn0042094	Adk3	0.602	Eukaryota	non_HKs	0	non_TS_non_HK	0.741663493227257	0.573463993863186
CG6613	216	176	195	197	0.295455883526171	-0.0147215057067656	4.53110365595357	FBgn0034694	CG6613	0.238	Bilateria	non_HKs	0	non_TS_non_HK	0.12865513373133	1
CG6617	61	50	54	57	0.286881147788162	-0.0780025120012732	17.6123159785929	FBgn0030944	CG6617	0.262	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.532602410909076	0.990170869815693
CG6623	80	110	88	102	-0.459431618637297	-0.212993723334198	46.3602666194266	FBgn0038303	SIDL	0.281	Eukaryota	non_HKs	0	non_TS_non_HK	0.0993819259727009	0.660043996376654
CG6627	103	130	122	111	-0.335867285845236	0.13632147121278	22.4024946302324	FBgn0027453	Dnz1	0.45	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.201049712729821	0.795743050553386
CG6631	27	34	35	26	-0.332575339086871	0.428843298803874	36.0293214109476	FBgn0262167	ana1	0.527	Diptera	non_HKs	0	non_TS_non_HK	0.621704970884621	0.623513794246896
CG6632	73	65	59	79	0.167456745851563	-0.421137698815262	41.707862974725	FBgn0030945	Ing3	0.69	Bilateria	non_HKs	0	TS	0.722747952727524	0.335568172236599
CG6637	64	71	67	68	-0.149747119504682	-0.0213736507925669	14.2731632256196	FBgn0260940	lsn	0.346	Eukaryota	non_HKs	0	non_TS_non_HK	0.769317367373463	1
CG6638	212	328	237	303	-0.629631550054884	-0.354430734574692	56.2917685023561	FBgn0035911	CG6638	0.409	Cellular_Organisms	non_HKs	0	non_TS_non_HK	6.96355792331943e-06	0.0450482017328852
CG6643	49	51	49	51	-0.0577154978562873	-0.0577154978562873	100	FBgn0266758	Esyt2	0.423	Eukaryota	non_HKs	0	non_TS_non_HK	0.97934429180687	1
CG6647	2158	2354	2209	2303	-0.125419455550427	-0.0601209924375709	47.9359379880246	FBgn0004363	porin	0.219	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	33.91465003	non_TS_HK	0.0153345831702641	0.440705921743049
CG6650	57	46	47	56	0.309328058107729	-0.252766070379967	31.0195627091878	FBgn0036402	CG6650	0.344	Eukaryota	non_HKs	0	non_TS_non_HK	0.512558580269151	0.734038051697617
CG6654	38	52	43	47	-0.452512204697507	-0.128324096975539	28.3581515909214	FBgn0038301	CG6654	0.399	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.325427563945436	0.944714337294326
CG6659	107	138	122	123	-0.367057470377022	-0.0117771677763537	3.2085351005816	FBgn0030946	CG6659	0.414	Bilateria	non_HKs	0	non_TS_non_HK	0.139846897554182	1
CG6664	166	112	137	141	0.567684509289321	-0.0415192694382669	6.38048238114421	FBgn0036685	CG6664	0.43	Eukaryota	non_HKs	0	non_TS_non_HK	0.00687877000524855	0.99387866135042
CG6668	96	125	105	116	-0.380821783940931	-0.14373547746145	37.7435019535921	FBgn0039213	atl	0.373	Bilateria	non_HKs	0	non_TS_non_HK	0.148164514664402	0.789450189648087
CG6671	125	96	111	110	0.380821783940931	0.0130561528254463	3.42841543630588	FBgn0262739	AGO1	0.208	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.148164514664402	1
CG6672	174	203	176	201	-0.222392421336448	-0.191620072541631	86.1630407142955	FBgn0037875	ZnT86D	0.537	Eukaryota	non_HKs	0	non_TS_non_HK	0.295445796027835	0.516306137817505
CG6677	95	67	73	89	0.503766417873176	-0.28590887208638	26.5817294615547	FBgn0000139	ash2	0.436	Eukaryota	non_HKs	0	non_TS_non_HK	0.0961153527391223	0.543089749261722
CG6684	1726	1150	1466	1410	0.585798603347217	0.0561899408476561	9.59202369664082	FBgn0086472	RpS25	0.121	Eukaryota	non_HKs	0	non_TS_non_HK	3.44854169105432e-25	0.623185499729252
CG6686	68	44	61	51	0.628031222613042	0.258311995591391	41.1304384703415	FBgn0032388	CG6686	0.239	Eukaryota	HK	7.655437327	non_TS_HK	0.086336494634307	0.707326916657622
CG6689	61	107	61	107	-0.810729648838261	-0.810729648838261	100	FBgn0037877	CG6689	0.259	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.00264621379002318	0.00696426032335559
CG6692	1113	992	1073	1032	0.166041566955084	0.0562071053332679	33.851225547921	FBgn0013770	Cp1	0.324	Eukaryota	non_HKs	0	non_TS_non_HK	0.0328272918910576	0.695339290874059
CG6693	67	60	50	77	0.159198594849254	-0.622930350920177	44.3348086723338	FBgn0037878	CG6693	0.451	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.759572019785723	0.118234635239653
CG6694	102	51	115	38	1	1.59756253750079	72.7777453637643	FBgn0035900	ZC3H3	0.377	Bilateria	non_HKs	0	non_TS_non_HK	0.000329350665919821	1.89173533501913e-08
CG6695	50	55	47	58	-0.137503523749935	-0.303392143449935	64.6504539017299	FBgn0039215	CG6695	0.402	Bilateria	non_HKs	0	non_TS_non_HK	0.833843289121319	0.641294275526417
CG6699	55	69	56	68	-0.327164743253509	-0.280107919192735	85.6167802212382	FBgn0025724	beta'COP	0.253	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.416455052166498	0.634780962617991
CG6701	471	196	447	220	1.26487340549757	1.02277130765866	80.8595787699656	FBgn0033889	CG6701	0.356	Pan-drosophilid	non_HKs	0	non_TS_non_HK	3.17585191477228e-25	1.2675634000178e-16
CG6703	77	114	78	113	-0.56610347346984	-0.534776743552939	94.4662537177367	FBgn0013759	CASK	0.449	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0332104324252492	0.0906710794083318
CG6707	215	251	221	245	-0.223350704361312	-0.148735379611139	66.5927515368528	FBgn0036058	CG6707	0.231	Bilateria	HK	13.75365678	non_TS_HK	0.228442240704703	0.602822095375868
CG6711	91	119	111	99	-0.387023123109247	0.165059246270496	23.0162694045911	FBgn0011836	Taf2	0.414	Eukaryota	non_HKs	0	non_TS_non_HK	0.153560219672178	0.746278775187845
CG6712	87	102	81	108	-0.229481846122767	-0.415037499278844	69.1046006096143	FBgn0032408	CG6712	0.309	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.494640090869954	0.233416338231469
CG6718	355	505	316	544	-0.508464363247113	-0.783682093073236	74.0090871795073	FBgn0036053	iPLA2-VIA	0.367	Bilateria	non_HKs	0	non_TS_non_HK	3.82651993773492e-06	6.99053934534547e-13
CG6719	140	117	126	131	0.258918297361562	-0.0561430780375337	15.1245701709013	FBgn0264694	mgr	0.268	Eukaryota	non_HKs	0	non_TS_non_HK	0.324992929484913	0.970113937730008
CG6721	112	114	111	115	-0.0255350921071376	-0.0510741845942693	66.6649261589521	FBgn0004390	RasGAP1	0.524	Bilateria	non_HKs	0	non_TS_non_HK	0.996278523801842	0.986028841925337
CG6724	41	62	52	51	-0.596644305768792	0.0280143761695965	4.29225257907942	FBgn0032298	CG6724	0.345	Eukaryota	non_HKs	0	non_TS_non_HK	0.127723530784248	1
CG6725	68	48	68	48	0.502500340529183	0.502500340529183	100	FBgn0040271	Sulf1	0.328	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.182146032395607	0.279384533248968
CG6726	155	162	184	133	-0.0637255976103871	0.468279520555823	46.8146268000375	FBgn0039049	CG6726	0.985	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.861690952630987	0.0439835315976613
CG6729	106	81	100	87	0.388070451678575	0.200912693925996	51.7722215275502	FBgn0032296	CG6729	0.507	Bilateria	non_HKs	0	non_TS_non_HK	0.184786967444334	0.691180442147725
CG6734	86	123	91	118	-0.516249750637142	-0.374848409163145	72.6098964116722	FBgn0032395	CG6734	0.267	Eukaryota	non_HKs	0	non_TS_non_HK	0.0438841632238883	0.268539282483045
CG6741	85	112	116	81	-0.397963985919902	0.518130992242947	36.1261755772243	FBgn0000008	a	0.608	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.156465667837782	0.09685649274066
CG6742	133	128	139	122	0.0552824355011896	0.188203735160621	58.6076184518233	FBgn0039056	CenB1A	0.367	Eukaryota	non_HKs	0	non_TS_non_HK	0.90795343303591	0.63360057736499
CG6743	110	150	129	131	-0.447458976971221	-0.0221957461141962	4.96039799322737	FBgn0027868	Nup107	0.435	Eukaryota	non_HKs	0	non_TS_non_HK	0.0517404526151061	1
CG6744	108	49	107	50	1.14017765804826	1.09761079662642	96.2666465948207	FBgn0037901	CG6744	0.448	Eukaryota	non_HKs	0	non_TS_non_HK	2.55033078924475e-05	0.000159742727868802
CG6745	34	43	44	33	-0.338801913451759	0.415037499278844	35.5073742166181	FBgn0035901	CG6745	0.452	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.551379589306965	0.563530448637933
CG6751	214	134	173	175	0.675377795943374	-0.0165828841956042	2.34041843442298	FBgn0263510	nclb	0.352	Eukaryota	non_HKs	0	non_TS_non_HK	0.000164783538146697	1
CG6754	49	48	39	58	0.0297473433940519	-0.572578776265324	48.7340531349714	FBgn0261530	nbs	0.396	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.255042383341261
CG6755	75	118	81	112	-0.65382435886596	-0.467504919172979	71.5031357938167	FBgn0039066	EloA	0.344	Eukaryota	non_HKs	0	non_TS_non_HK	0.0105773359042673	0.154091169646495
CG6756	42	62	37	67	-0.561878887608115	-0.856635824828823	74.3999661161646	FBgn0032397	Tom70	0.546	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.153339559182906	0.0393668971535652
CG6757	200	190	211	179	0.0740005814437768	0.237283411442929	59.2369967545651	FBgn0040475	SH3PX1	0.329	Bilateria	non_HKs	0	non_TS_non_HK	0.802457874918793	0.358672518273807
CG6758	79	94	83	90	-0.250808103500534	-0.11681366498275	46.5749165805965	FBgn0034704	CG6758	0.52	Bilateria	non_HKs	0	non_TS_non_HK	0.468587922946623	0.884693711115796
CG6759	35	30	39	26	0.222392421336448	0.584962500721156	61.7353443040239	FBgn0025781	Cdc16	0.416	Eukaryota	non_HKs	0	non_TS_non_HK	0.781013189844753	0.390949365448456
CG6760	69	89	74	84	-0.367208974188229	-0.182864057149811	49.7983627862199	FBgn0013563	Pex1	0.391	Eukaryota	non_HKs	0	non_TS_non_HK	0.267423009702315	0.76957148073567
CG6762	42	24	39	27	0.807354922057604	0.53051471669878	65.7102226300576	FBgn0030876	CG6762	0.523	Eukaryota	non_HKs	0	non_TS_non_HK	0.100259085702257	0.455450719543094
CG6766	135	153	129	159	-0.180572245641821	-0.301655699861101	71.3574072686305	FBgn0032398	CG6766	0.28	Bilateria	non_HKs	0	non_TS_non_HK	0.503527047856338	0.29756666681758
CG6769	186	239	193	232	-0.361707996872717	-0.265523957859492	73.4083736481303	FBgn0030878	CG6769	0.333	Eukaryota	non_HKs	0	non_TS_non_HK	0.041077998968863	0.250573613866171
CG6773	134	146	131	149	-0.123735368422245	-0.185745518924711	74.9712486314292	FBgn0024509	Sec13	0.473	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.685319844231063	0.627867999600489
CG6778	417	318	379	356	0.391020618160308	0.0903206072046941	23.0986815042231	FBgn0027088	Aats-gly	0.227	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00178692921068198	0.725715603086869
CG6779	6265	5725	5830	6160	0.130038816337554	-0.079434467494405	27.4947512241276	FBgn0002622	RpS3	0.213	Cellular_Organisms	HK	52.6748062	non_TS_HK	8.48814643263291e-06	0.0270782991401225
CG6791	67	85	77	75	-0.343301745679929	0.0379678501990204	9.05640718743409	FBgn0037918	CG6791	0.238	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.321926351384507	1
CG6801	34	49	37	46	-0.527247002864869	-0.314108590428063	59.5752254107299	FBgn0011335	l(3)j2D3	0.391	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.258418855651605	0.691180442147725
CG6803	179	62	114	127	1.52961946687738	-0.155794672607424	8.46154285077472	FBgn0038294	Mf	0.629	Diptera	non_HKs	0	TS	6.17856766849984e-13	0.741234715836699
CG6814	25	31	31	25	-0.310340120612151	0.31034012061215	33.3333333333333	FBgn0020407	asun	0.424	Bilateria	non_HKs	0	non_TS_non_HK	0.679137795723927	0.7917347242362
CG6815	151	221	205	167	-0.549497820066353	0.295775807031394	25.9213841385525	FBgn0040237	bor	0.486	Eukaryota	non_HKs	0	non_TS_non_HK	0.00199089653949711	0.223684836528184
CG6816	69	33	52	50	1.06413033741972	0.0565835283663675	5.3173494239033	FBgn0010383	Cyp18a1	0.766	Diptera	non_HKs	0	TS	0.00259572098002525	1
CG6817	247	345	264	328	-0.482085320080854	-0.31315788525963	64.9590170484985	FBgn0024236	foi	0.347	Bilateria	non_HKs	0	non_TS_non_HK	0.00044772929823547	0.0701056663272971
CG6822	263	271	257	277	-0.0432300520615693	-0.10811761685531	62.4938604871568	FBgn0035909	ergic53	0.265	Eukaryota	non_HKs	0	non_TS_non_HK	0.881030743605394	0.71907251636615
CG6827	201	176	198	179	0.191620072541631	0.145540842815353	75.9528168865154	FBgn0013997	Nrx-IV	0.249	Bilateria	non_HKs	0	non_TS_non_HK	0.386920955504557	0.668664484741623
CG6831	181	337	242	276	-0.896758894098653	-0.189661219503575	21.1496335025711	FBgn0260442	rhea	0.287	Eukaryota	HK	10.32969827	non_TS_HK	1.37515846252633e-10	0.41049278144934
CG6833	24	35	27	32	-0.54432051622381	-0.245112497836531	45.0309129512487	FBgn0036405	CG6833	0.414	Eukaryota	non_HKs	0	non_TS_non_HK	0.354958789728852	0.854908021631147
CG6841	65	65	77	53	0	0.538866086131702	50	FBgn0036828	CG6841	0.353	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.192137807323589
CG6843	48	20	42	26	1.26303440583379	0.691877704637668	54.7790069250666	FBgn0036827	CG6843	0.267	Eukaryota	non_HKs	0	non_TS_non_HK	0.00469630069628321	0.257528537055864
CG6846	899	834	855	878	0.108273732069784	-0.038296519762098	20.7157400066509	FBgn0036825	RpL26	0.232	Cellular_Organisms	HK	13.44151551	non_TS_HK	0.258948324868234	0.851589767127578
CG6850	372	360	373	359	0.0473057147783568	0.0551917864321865	87.4978766034258	FBgn0014075	Ugt	0.26	Eukaryota	non_HKs	0	non_TS_non_HK	0.825160401856635	0.873688361644392
CG6851	74	107	94	87	-0.532013620772197	0.111645355828909	14.781506081094	FBgn0027786	Mtch	0.303	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0562648763581923	0.891191562141382
CG6859	215	182	190	207	0.240398209390764	-0.123631349168377	25.3519089205848	FBgn0036484	Pex3	0.425	Eukaryota	non_HKs	0	non_TS_non_HK	0.23347044461133	0.728459871511893
CG6860	84	64	89	59	0.39231742277876	0.593090381604557	74.7093802420758	FBgn0032633	Lrch	0.329	Bilateria	non_HKs	0	non_TS_non_HK	0.249208776802301	0.10289228707164
CG6863	29	37	34	32	-0.351472370501378	0.0874628412503394	16.6153428477817	FBgn0004885	tok	0.599	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.575877731586779	1
CG6866	39	46	36	49	-0.238159737194765	-0.444784842672896	68.2803269946031	FBgn0032515	loqs	0.585	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.688769410834133	0.480487511828058
CG6871	296	425	359	362	-0.521865665396114	-0.0120058532601541	2.30056392980772	FBgn0000261	Cat	0.335	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1.64611261263398e-05	1
CG6876	56	53	48	61	0.0794344674944049	-0.34577483684173	44.8485018529013	FBgn0036487	Prp31	0.313	Eukaryota	non_HKs	0	non_TS_non_HK	0.938944333602508	0.558689203309311
CG6877	90	56	90	56	0.684498174272071	0.684498174272071	100	FBgn0036813	Atg3	0.301	Eukaryota	non_HKs	0	non_TS_non_HK	0.0237815300632627	0.0509528550575918
CG6878	39	50	47	42	-0.358453970912476	0.162271428898877	23.7587382660781	FBgn0036488	CG6878	0.443	Eukaryota	non_HKs	0	non_TS_non_HK	0.470788434548157	0.901834445293667
CG6889	37	34	23	48	0.12199052437861	-1.06140054466414	47.2828096017081	FBgn0040071	tara	0.348	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.913215798055201	0.0380684677501066
CG6890	23	57	37	43	-1.30932805810773	-0.216811389073148	16.558981359224	FBgn0029114	Tollo	0.432	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00117038091159169	0.835701477827999
CG6896	118	134	131	121	-0.183446141095931	0.114559764262856	27.7676434803498	FBgn0036801	MYPT-75D	0.464	Bilateria	non_HKs	0	non_TS_non_HK	0.534713116437225	0.832759135296313
CG6899	182	225	195	212	-0.305986551018341	-0.120590140813589	39.4102748673945	FBgn0004368	Ptp4E	0.379	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.103868692705683	0.733151726486255
CG6903	63	96	76	83	-0.60768257722124	-0.127111917903339	20.9174859816758	FBgn0029737	CG6903	0.461	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.039275896563879	0.875193533430098
CG6904	421	485	435	471	-0.204164514008094	-0.114711658876693	56.1858947104514	FBgn0266064	GlyS	0.464	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.101837937267358	0.551939951702927
CG6906	189	395	162	422	-1.06346641884339	-1.38124918582256	81.2962454028519	FBgn0027843	CAH2	0.603	Eukaryota	non_HKs	0	non_TS_non_HK	3.19680413329752e-16	2.53935982596403e-25
CG6907	134	158	115	177	-0.237691557719331	-0.622115499138622	61.8073643287928	FBgn0031711	CG6907	0.473	Eukaryota	non_HKs	0	non_TS_non_HK	0.336021497050875	0.00535673030859056
CG6910	440	200	590	50	1.13750352374994	3.56071495447448	59.504658400908	FBgn0036262	CG6910	0.632	Eukaryota	non_HKs	0	TS	5.34531009706317e-20	4.19947702165302e-115
CG6917	56	60	71	45	-0.0995356735509144	0.657894023175007	46.4836428531742	FBgn0000592	Est-6	0.807	Bilateria	non_HKs	0	TS	0.892989783228134	0.114649494254944
CG6920	22	26	23	25	-0.241008099503795	-0.120294233717712	49.9129423307276	FBgn0002906	Blm	0.508	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.810279096266419	1
CG6923	51	56	63	44	-0.134929580086109	0.517848304862619	44.2368630882992	FBgn0037944	CG6923	0.68	Eukaryota	non_HKs	0	TS	0.834638003179176	0.289681122573687
CG6939	33	47	33	47	-0.510194732319184	-0.510194732319184	100	FBgn0025802	Sbf	0.357	Eukaryota	non_HKs	0	non_TS_non_HK	0.28979827781413	0.407278207937734
CG6944	140	111	130	121	0.33486715059486	0.10350457575386	30.9091457821389	FBgn0002525	Lam	0.309	Diptera	non_HKs	0	non_TS_non_HK	0.181748196566232	0.862934892624025
CG6946	241	222	220	243	0.118473469879856	-0.143452790081121	35.3873220794769	FBgn0259139	glo	0.287	Eukaryota	non_HKs	0	non_TS_non_HK	0.587679472929961	0.624208524339766
CG6949	78	124	97	105	-0.668794091524627	-0.114332675478995	17.0953477203058	FBgn0263863	mRpL45	0.277	Eukaryota	non_HKs	0	non_TS_non_HK	0.00704640526460902	0.869516966796219
